Layer-1,Layer-2,Ana-1,Ana-2,Thickness,WaveLength,Core_Real,CoreImag,TotalPower,CorePower,EffectiveArea,EML,CLoss
AU,TIO2,1.27,1.33,40,1720,1.43E+00,-5.61E-08,3.86E-10,3.85E-10,1.87E-11,19.851,1.78E+00
AU,TIO2,1.27,1.33,40,1740,1.43E+00,-4.68E-08,3.82E-10,3.80E-10,1.83E-11,19.849,1.47E+00
AU,TIO2,1.27,1.33,40,1760,1.43E+00,-4.37E-08,3.76E-10,3.74E-10,1.68E-11,19.846,1.35E+00
AU,TIO2,1.27,1.33,40,1780,1.42E+00,-4.38E-08,3.66E-10,3.65E-10,1.77E-11,19.843,1.34E+00
AU,TIO2,1.27,1.33,40,1800,1.42E+00,-4.60E-08,3.58E-10,3.56E-10,2.05E-11,19.84,1.39E+00
AU,TIO2,1.27,1.33,40,1820,1.42E+00,-5.04E-08,3.54E-10,3.53E-10,1.63E-11,19.838,1.51E+00
AU,TIO2,1.27,1.33,40,1840,1.42E+00,-5.66E-08,3.49E-10,3.47E-10,1.82E-11,19.835,1.68E+00
AU,TIO2,1.27,1.33,40,1860,1.42E+00,-6.46E-08,3.73E-10,3.72E-10,1.84E-11,19.832,1.89E+00
AU,TIO2,1.27,1.33,40,1880,1.42E+00,-7.56E-08,3.28E-10,3.26E-10,1.77E-11,19.829,2.20E+00
AU,TIO2,1.27,1.33,40,1900,1.42E+00,-8.93E-08,3.27E-10,3.25E-10,2.12E-11,19.825,2.57E+00
AU,TIO2,1.27,1.33,40,1920,1.42E+00,-1.07E-07,3.21E-10,3.20E-10,1.70E-11,19.822,3.04E+00
AU,TIO2,1.27,1.33,40,1940,1.42E+00,-1.29E-07,3.18E-10,3.16E-10,1.87E-11,19.819,3.64E+00
AU,TIO2,1.27,1.33,40,1960,1.42E+00,-1.58E-07,3.14E-10,3.12E-10,2.11E-11,19.816,4.39E+00
AU,TIO2,1.27,1.33,40,1980,1.42E+00,-1.95E-07,3.04E-10,3.02E-10,2.03E-11,19.812,5.36E+00
AU,TIO2,1.27,1.33,40,2000,1.42E+00,-2.42E-07,2.97E-10,2.95E-10,1.78E-11,19.809,6.60E+00
AU,TIO2,1.27,1.34,40,1500,1.43E+00,-3.44E-09,5.22E-10,5.21E-10,1.95E-11,19.878,1.25E-01
AU,TIO2,1.27,1.34,40,1520,1.43E+00,-4.24E-09,5.13E-10,5.12E-10,1.66E-11,19.876,1.52E-01
AU,TIO2,1.27,1.34,40,1540,1.43E+00,-5.29E-09,4.91E-10,4.90E-10,1.79E-11,19.874,1.87E-01
AU,TIO2,1.27,1.34,40,1560,1.43E+00,-6.38E-09,4.90E-10,4.88E-10,1.54E-11,19.872,2.23E-01
AU,TIO2,1.27,1.34,40,1580,1.43E+00,-7.70E-09,4.72E-10,4.70E-10,1.77E-11,19.869,2.66E-01
AU,TIO2,1.27,1.34,40,1600,1.43E+00,-9.36E-09,4.65E-10,4.64E-10,1.89E-11,19.867,3.19E-01
AU,TIO2,1.27,1.34,40,1620,1.43E+00,-1.19E-08,4.51E-10,4.49E-10,1.69E-11,19.865,4.00E-01
AU,TIO2,1.27,1.34,40,1640,1.43E+00,-1.62E-08,4.34E-10,4.32E-10,1.74E-11,19.862,5.40E-01
AU,TIO2,1.27,1.34,40,1660,1.43E+00,-2.45E-08,4.36E-10,4.34E-10,1.89E-11,19.859,8.06E-01
AU,TIO2,1.27,1.34,40,1680,1.43E+00,-4.18E-08,4.09E-10,4.07E-10,1.80E-11,19.857,1.36E+00
AU,TIO2,1.27,1.34,40,1700,1.43E+00,-8.29E-08,4.11E-10,4.09E-10,1.81E-11,19.854,2.66E+00
AU,TIO2,1.27,1.34,40,1720,1.43E+00,-1.85E-07,3.97E-10,3.95E-10,1.87E-11,19.85,5.86E+00
AU,TIO2,1.27,1.34,40,1740,1.43E+00,-3.30E-07,3.88E-10,3.86E-10,1.62E-11,19.847,1.03E+01
AU,TIO2,1.27,1.34,40,1760,1.43E+00,-2.92E-07,3.77E-10,3.75E-10,1.63E-11,19.844,9.06E+00
AU,TIO2,1.27,1.34,40,1780,1.42E+00,-1.96E-07,3.66E-10,3.65E-10,1.94E-11,19.842,6.01E+00
AU,TIO2,1.27,1.34,40,1800,1.42E+00,-1.44E-07,3.59E-10,3.58E-10,1.60E-11,19.84,4.37E+00
AU,TIO2,1.27,1.34,40,1820,1.42E+00,-1.20E-07,3.53E-10,3.51E-10,1.96E-11,19.837,3.59E+00
AU,TIO2,1.27,1.34,40,1840,1.42E+00,-1.10E-07,3.60E-10,3.58E-10,1.78E-11,19.834,3.27E+00
AU,TIO2,1.27,1.34,40,1860,1.42E+00,-1.09E-07,3.60E-10,3.58E-10,2.00E-11,19.831,3.19E+00
AU,TIO2,1.27,1.34,40,1880,1.42E+00,-1.13E-07,3.40E-10,3.38E-10,2.08E-11,19.828,3.29E+00
AU,TIO2,1.27,1.34,40,1900,1.42E+00,-1.23E-07,3.33E-10,3.31E-10,2.08E-11,19.825,3.54E+00
AU,TIO2,1.27,1.34,40,1920,1.42E+00,-1.38E-07,3.18E-10,3.17E-10,1.81E-11,19.822,3.93E+00
AU,TIO2,1.27,1.34,40,1940,1.42E+00,-1.59E-07,3.17E-10,3.16E-10,1.83E-11,19.819,4.47E+00
AU,TIO2,1.27,1.34,40,1960,1.42E+00,-1.86E-07,3.06E-10,3.04E-10,1.75E-11,19.816,5.19E+00
AU,TIO2,1.27,1.34,40,1980,1.42E+00,-2.22E-07,2.98E-10,2.96E-10,2.02E-11,19.812,6.13E+00
AU,TIO2,1.27,1.34,40,2000,1.42E+00,-2.69E-07,3.05E-10,3.03E-10,2.06E-11,19.809,7.34E+00
AU,TIO2,1.27,1.35,40,1500,1.43E+00,-3.91E-09,5.17E-10,5.16E-10,1.71E-11,19.878,1.42E-01
AU,TIO2,1.27,1.35,40,1520,1.43E+00,-4.41E-09,5.08E-10,5.06E-10,1.80E-11,19.876,1.58E-01
AU,TIO2,1.27,1.35,40,1540,1.43E+00,-5.18E-09,4.96E-10,4.95E-10,1.62E-11,19.874,1.83E-01
AU,TIO2,1.27,1.35,40,1560,1.43E+00,-6.04E-09,4.97E-10,4.96E-10,1.57E-11,19.872,2.11E-01
AU,TIO2,1.27,1.35,40,1580,1.43E+00,-6.93E-09,4.60E-10,4.59E-10,1.77E-11,19.869,2.39E-01
AU,TIO2,1.27,1.35,40,1600,1.43E+00,-7.84E-09,4.69E-10,4.67E-10,1.77E-11,19.867,2.68E-01
AU,TIO2,1.27,1.35,40,1620,1.43E+00,-9.00E-09,4.46E-10,4.45E-10,1.69E-11,19.865,3.03E-01
AU,TIO2,1.27,1.35,40,1640,1.43E+00,-1.06E-08,4.39E-10,4.38E-10,1.57E-11,19.862,3.54E-01
AU,TIO2,1.27,1.35,40,1660,1.43E+00,-1.30E-08,4.30E-10,4.28E-10,1.60E-11,19.86,4.28E-01
AU,TIO2,1.27,1.35,40,1680,1.43E+00,-1.65E-08,4.12E-10,4.10E-10,1.78E-11,19.857,5.37E-01
AU,TIO2,1.27,1.35,40,1700,1.43E+00,-2.19E-08,4.17E-10,4.16E-10,1.94E-11,19.854,7.03E-01
AU,TIO2,1.27,1.35,40,1720,1.43E+00,-3.04E-08,3.84E-10,3.83E-10,1.79E-11,19.852,9.64E-01
AU,TIO2,1.27,1.35,40,1740,1.43E+00,-4.44E-08,3.89E-10,3.87E-10,2.07E-11,19.849,1.39E+00
AU,TIO2,1.27,1.35,40,1760,1.43E+00,-6.86E-08,3.72E-10,3.70E-10,1.66E-11,19.846,2.13E+00
AU,TIO2,1.27,1.35,40,1780,1.42E+00,-1.13E-07,3.65E-10,3.64E-10,1.61E-11,19.843,3.46E+00
AU,TIO2,1.27,1.35,40,1800,1.42E+00,-1.95E-07,3.63E-10,3.62E-10,1.85E-11,19.84,5.90E+00
AU,TIO2,1.27,1.35,40,1820,1.42E+00,-3.28E-07,3.55E-10,3.53E-10,1.73E-11,19.836,9.82E+00
AU,TIO2,1.27,1.35,40,1840,1.42E+00,-4.60E-07,3.41E-10,3.39E-10,1.72E-11,19.833,1.36E+01
AU,TIO2,1.27,1.35,40,1860,1.42E+00,-4.82E-07,3.69E-10,3.67E-10,2.07E-11,19.829,1.41E+01
AU,TIO2,1.27,1.35,40,1880,1.42E+00,-4.23E-07,3.38E-10,3.37E-10,1.74E-11,19.827,1.23E+01
AU,TIO2,1.27,1.35,40,1900,1.42E+00,-3.63E-07,3.14E-10,3.13E-10,1.93E-11,19.824,1.04E+01
AU,TIO2,1.27,1.35,40,1920,1.42E+00,-3.27E-07,3.27E-10,3.25E-10,1.93E-11,19.821,9.29E+00
AU,TIO2,1.27,1.35,40,1940,1.42E+00,-3.13E-07,3.23E-10,3.21E-10,1.80E-11,19.818,8.82E+00
AU,TIO2,1.27,1.35,40,1960,1.42E+00,-3.18E-07,3.03E-10,3.01E-10,1.68E-11,19.815,8.85E+00
AU,TIO2,1.27,1.35,40,1980,1.42E+00,-3.38E-07,3.02E-10,3.00E-10,1.75E-11,19.812,9.31E+00
AU,TIO2,1.27,1.35,40,2000,1.42E+00,-3.74E-07,2.95E-10,2.93E-10,1.68E-11,19.809,1.02E+01
AU,TIO2,1.28,1.28,40,1500,1.43E+00,-3.37E-09,5.25E-10,5.24E-10,1.74E-11,1.99E+01,1.23E-01
AU,TIO2,1.28,1.28,40,1520,1.43E+00,-3.96E-09,5.00E-10,4.98E-10,1.53E-11,1.99E+01,1.42E-01
AU,TIO2,1.28,1.28,40,1540,1.43E+00,-4.77E-09,5.06E-10,5.04E-10,1.73E-11,1.99E+01,1.69E-01
AU,TIO2,1.28,1.28,40,1560,1.43E+00,-5.52E-09,4.93E-10,4.91E-10,1.58E-11,1.99E+01,1.93E-01
AU,TIO2,1.28,1.28,40,1580,1.43E+00,-6.23E-09,4.61E-10,4.60E-10,1.57E-11,1.99E+01,2.15E-01
AU,TIO2,1.28,1.28,40,1600,1.43E+00,-6.86E-09,4.76E-10,4.74E-10,1.82E-11,1.99E+01,2.34E-01
AU,TIO2,1.28,1.28,40,1620,1.43E+00,-7.45E-09,4.38E-10,4.37E-10,2.01E-11,1.99E+01,2.51E-01
AU,TIO2,1.28,1.28,40,1640,1.43E+00,-8.15E-09,4.42E-10,4.40E-10,2.01E-11,1.99E+01,2.71E-01
AU,TIO2,1.28,1.28,40,1660,1.43E+00,-9.09E-09,4.39E-10,4.37E-10,1.86E-11,1.99E+01,2.99E-01
AU,TIO2,1.28,1.28,40,1680,1.43E+00,-1.03E-08,4.19E-10,4.18E-10,1.72E-11,1.99E+01,3.34E-01
AU,TIO2,1.28,1.28,40,1700,1.43E+00,-1.17E-08,4.23E-10,4.22E-10,1.83E-11,1.99E+01,3.75E-01
AU,TIO2,1.28,1.28,40,1720,1.43E+00,-1.35E-08,3.91E-10,3.90E-10,1.90E-11,1.99E+01,4.28E-01
AU,TIO2,1.28,1.28,40,1740,1.43E+00,-1.58E-08,3.86E-10,3.85E-10,1.77E-11,1.98E+01,4.96E-01
AU,TIO2,1.28,1.28,40,1760,1.43E+00,-1.86E-08,3.77E-10,3.76E-10,1.82E-11,1.98E+01,5.78E-01
AU,TIO2,1.28,1.28,40,1780,1.42E+00,-2.22E-08,3.64E-10,3.62E-10,1.64E-11,1.98E+01,6.80E-01
AU,TIO2,1.28,1.28,40,1800,1.42E+00,-2.66E-08,3.61E-10,3.59E-10,1.77E-11,1.98E+01,8.05E-01
AU,TIO2,1.28,1.28,40,1820,1.42E+00,-3.18E-08,3.57E-10,3.56E-10,1.65E-11,1.98E+01,9.53E-01
AU,TIO2,1.28,1.28,40,1840,1.42E+00,-3.88E-08,3.44E-10,3.42E-10,1.91E-11,1.98E+01,1.15E+00
AU,TIO2,1.28,1.28,40,1860,1.42E+00,-4.70E-08,3.71E-10,3.69E-10,1.62E-11,1.98E+01,1.38E+00
AU,TIO2,1.28,1.28,40,1880,1.42E+00,-5.80E-08,3.26E-10,3.25E-10,1.63E-11,1.98E+01,1.68E+00
AU,TIO2,1.28,1.28,40,1900,1.42E+00,-7.13E-08,3.27E-10,3.26E-10,1.62E-11,1.98E+01,2.05E+00
AU,TIO2,1.28,1.28,40,1920,1.42E+00,-8.82E-08,3.22E-10,3.21E-10,1.75E-11,1.98E+01,2.51E+00
AU,TIO2,1.28,1.28,40,1940,1.42E+00,-1.10E-07,3.17E-10,3.15E-10,1.91E-11,1.98E+01,3.08E+00
AU,TIO2,1.28,1.28,40,1960,1.42E+00,-1.37E-07,3.03E-10,3.01E-10,1.84E-11,1.98E+01,3.81E+00
AU,TIO2,1.28,1.28,40,1980,1.42E+00,-1.72E-07,3.02E-10,3.00E-10,2.17E-11,1.98E+01,4.74E+00
AU,TIO2,1.28,1.28,40,2000,1.42E+00,-2.17E-07,2.95E-10,2.93E-10,1.81E-11,1.98E+01,5.92E+00
AU,TIO2,1.28,1.29,40,1500,1.43E+00,-4.39E-09,5.21E-10,5.20E-10,1.77E-11,19.878,1.60E-01
AU,TIO2,1.28,1.29,40,1520,1.43E+00,-4.67E-09,5.03E-10,5.02E-10,1.70E-11,1.99E+01,1.68E-01
AU,TIO2,1.28,1.29,40,1540,1.43E+00,-5.36E-09,5.08E-10,5.06E-10,1.97E-11,1.99E+01,1.90E-01
AU,TIO2,1.28,1.29,40,1560,1.43E+00,-6.07E-09,4.92E-10,4.90E-10,2.01E-11,1.99E+01,2.12E-01
AU,TIO2,1.28,1.29,40,1580,1.43E+00,-6.63E-09,4.71E-10,4.70E-10,1.73E-11,1.99E+01,2.29E-01
AU,TIO2,1.28,1.29,40,1600,1.43E+00,-7.21E-09,4.63E-10,4.61E-10,1.71E-11,1.99E+01,2.46E-01
AU,TIO2,1.28,1.29,40,1620,1.43E+00,-7.83E-09,4.44E-10,4.42E-10,1.71E-11,1.99E+01,2.64E-01
AU,TIO2,1.28,1.29,40,1640,1.43E+00,-8.46E-09,4.37E-10,4.36E-10,2.05E-11,1.99E+01,2.82E-01
AU,TIO2,1.28,1.29,40,1660,1.43E+00,-9.40E-09,4.46E-10,4.45E-10,1.95E-11,1.99E+01,3.09E-01
AU,TIO2,1.28,1.29,40,1680,1.43E+00,-1.06E-08,4.22E-10,4.21E-10,1.89E-11,1.99E+01,3.43E-01
AU,TIO2,1.28,1.29,40,1700,1.43E+00,-1.20E-08,4.07E-10,4.06E-10,2.00E-11,19.854,3.85E-01
AU,TIO2,1.28,1.29,40,1720,1.43E+00,-1.39E-08,3.91E-10,3.90E-10,1.91E-11,19.852,4.39E-01
AU,TIO2,1.28,1.29,40,1740,1.43E+00,-1.61E-08,3.92E-10,3.90E-10,2.08E-11,19.849,5.04E-01
AU,TIO2,1.28,1.29,40,1760,1.43E+00,-1.90E-08,3.77E-10,3.75E-10,1.85E-11,19.846,5.90E-01
AU,TIO2,1.28,1.29,40,1780,1.42E+00,-2.26E-08,3.71E-10,3.70E-10,1.75E-11,19.843,6.93E-01
AU,TIO2,1.28,1.29,40,1800,1.42E+00,-2.71E-08,3.59E-10,3.57E-10,1.62E-11,19.841,8.20E-01
AU,TIO2,1.28,1.29,40,1820,1.42E+00,-3.25E-08,3.64E-10,3.62E-10,1.65E-11,19.838,9.76E-01
AU,TIO2,1.28,1.29,40,1840,1.42E+00,-3.94E-08,3.48E-10,3.46E-10,1.87E-11,19.835,1.17E+00
AU,TIO2,1.28,1.29,40,1860,1.42E+00,-4.76E-08,3.74E-10,3.72E-10,2.04E-11,19.832,1.40E+00
AU,TIO2,1.28,1.29,40,1880,1.42E+00,-5.86E-08,3.32E-10,3.31E-10,1.75E-11,19.829,1.70E+00
AU,TIO2,1.28,1.29,40,1900,1.42E+00,-7.20E-08,3.23E-10,3.21E-10,2.14E-11,19.825,2.07E+00
AU,TIO2,1.28,1.29,40,1920,1.42E+00,-8.90E-08,3.27E-10,3.26E-10,1.98E-11,19.822,2.53E+00
AU,TIO2,1.28,1.29,40,1940,1.42E+00,-1.10E-07,3.23E-10,3.21E-10,1.77E-11,19.819,3.11E+00
AU,TIO2,1.28,1.29,40,1960,1.42E+00,-1.38E-07,3.12E-10,3.10E-10,1.64E-11,19.816,3.84E+00
AU,TIO2,1.28,1.29,40,1980,1.42E+00,-1.73E-07,3.03E-10,3.01E-10,1.92E-11,19.813,4.77E+00
AU,TIO2,1.28,1.29,40,2000,1.42E+00,-2.18E-07,3.00E-10,2.98E-10,2.00E-11,19.809,5.95E+00
AU,TIO2,1.28,1.3,40,1500,1.43E+00,-2.00E-08,5.15E-10,5.14E-10,1.52E-11,19.878,7.28E-01
AU,TIO2,1.28,1.3,40,1520,1.43E+00,-9.35E-09,5.02E-10,5.01E-10,1.61E-11,19.876,3.36E-01
AU,TIO2,1.28,1.3,40,1540,1.43E+00,-7.68E-09,4.92E-10,4.91E-10,1.67E-11,19.874,2.72E-01
AU,TIO2,1.28,1.3,40,1560,1.43E+00,-7.57E-09,4.98E-10,4.97E-10,1.80E-11,19.872,2.65E-01
AU,TIO2,1.28,1.3,40,1580,1.43E+00,-7.86E-09,4.72E-10,4.71E-10,2.01E-11,19.869,2.72E-01
AU,TIO2,1.28,1.3,40,1600,1.43E+00,-8.18E-09,4.65E-10,4.63E-10,1.98E-11,19.867,2.79E-01
AU,TIO2,1.28,1.3,40,1620,1.43E+00,-8.67E-09,4.60E-10,4.59E-10,1.76E-11,19.865,2.92E-01
AU,TIO2,1.28,1.3,40,1640,1.43E+00,-9.27E-09,4.47E-10,4.45E-10,1.94E-11,19.862,3.09E-01
AU,TIO2,1.28,1.3,40,1660,1.43E+00,-1.01E-08,4.31E-10,4.29E-10,2.04E-11,19.859,3.31E-01
AU,TIO2,1.28,1.3,40,1680,1.43E+00,-1.13E-08,4.18E-10,4.17E-10,1.87E-11,19.857,3.66E-01
AU,TIO2,1.28,1.3,40,1700,1.43E+00,-1.27E-08,4.17E-10,4.16E-10,2.03E-11,19.854,4.07E-01
AU,TIO2,1.28,1.3,40,1720,1.43E+00,-1.46E-08,3.98E-10,3.97E-10,1.84E-11,19.852,4.62E-01
AU,TIO2,1.28,1.3,40,1740,1.43E+00,-1.69E-08,3.97E-10,3.96E-10,1.61E-11,19.849,5.32E-01
AU,TIO2,1.28,1.3,40,1760,1.43E+00,-1.98E-08,3.72E-10,3.70E-10,1.77E-11,19.846,6.14E-01
AU,TIO2,1.28,1.3,40,1780,1.42E+00,-2.34E-08,3.60E-10,3.58E-10,1.92E-11,19.843,7.16E-01
AU,TIO2,1.28,1.3,40,1800,1.42E+00,-2.79E-08,3.69E-10,3.68E-10,1.76E-11,19.841,8.44E-01
AU,TIO2,1.28,1.3,40,1820,1.42E+00,-3.34E-08,3.58E-10,3.56E-10,1.77E-11,19.838,1.00E+00
AU,TIO2,1.28,1.3,40,1840,1.42E+00,-4.03E-08,3.56E-10,3.54E-10,1.83E-11,19.835,1.19E+00
AU,TIO2,1.28,1.3,40,1860,1.42E+00,-4.86E-08,3.67E-10,3.65E-10,2.04E-11,19.832,1.43E+00
AU,TIO2,1.28,1.3,40,1880,1.42E+00,-5.97E-08,3.32E-10,3.31E-10,1.65E-11,19.829,1.73E+00
AU,TIO2,1.28,1.3,40,1900,1.42E+00,-7.32E-08,3.31E-10,3.30E-10,1.81E-11,19.826,2.10E+00
AU,TIO2,1.28,1.3,40,1920,1.42E+00,-9.02E-08,3.24E-10,3.22E-10,2.01E-11,19.822,2.56E+00
AU,TIO2,1.28,1.3,40,1940,1.42E+00,-1.12E-07,3.19E-10,3.18E-10,1.87E-11,19.819,3.15E+00
AU,TIO2,1.28,1.3,40,1960,1.42E+00,-1.39E-07,3.15E-10,3.13E-10,1.80E-11,19.816,3.88E+00
AU,TIO2,1.28,1.3,40,1980,1.42E+00,-1.75E-07,3.05E-10,3.03E-10,1.87E-11,19.813,4.81E+00
AU,TIO2,1.28,1.3,40,2000,1.42E+00,-2.20E-07,2.94E-10,2.92E-10,1.94E-11,19.809,6.00E+00
AU,TIO2,1.28,1.31,40,1500,1.43E+00,-1.23E-08,5.32E-10,5.30E-10,1.91E-11,19.878,4.48E-01
AU,TIO2,1.28,1.31,40,1520,1.43E+00,-7.18E-08,5.03E-10,5.02E-10,1.53E-11,19.875,2.58E+00
AU,TIO2,1.28,1.31,40,1540,1.43E+00,-9.63E-08,4.94E-10,4.92E-10,1.84E-11,19.872,3.41E+00
AU,TIO2,1.28,1.31,40,1560,1.43E+00,-2.51E-08,4.95E-10,4.94E-10,1.69E-11,19.871,8.77E-01
AU,TIO2,1.28,1.31,40,1580,1.43E+00,-1.54E-08,4.70E-10,4.69E-10,1.94E-11,1.99E+01,5.32E-01
AU,TIO2,1.28,1.31,40,1600,1.43E+00,-1.27E-08,4.71E-10,4.70E-10,1.80E-11,1.99E+01,4.32E-01
AU,TIO2,1.28,1.31,40,1620,1.43E+00,-1.18E-08,4.65E-10,4.64E-10,1.78E-11,1.99E+01,3.99E-01
AU,TIO2,1.28,1.31,40,1640,1.43E+00,-1.17E-08,4.35E-10,4.34E-10,1.98E-11,1.99E+01,3.91E-01
AU,TIO2,1.28,1.31,40,1660,1.43E+00,-1.23E-08,4.26E-10,4.24E-10,1.68E-11,1.99E+01,4.04E-01
AU,TIO2,1.28,1.31,40,1680,1.43E+00,-1.31E-08,4.17E-10,4.16E-10,1.98E-11,1.99E+01,4.25E-01
AU,TIO2,1.28,1.31,40,1700,1.43E+00,-1.44E-08,4.17E-10,4.16E-10,1.87E-11,1.99E+01,4.63E-01
AU,TIO2,1.28,1.31,40,1720,1.43E+00,-1.62E-08,3.91E-10,3.90E-10,1.91E-11,1.99E+01,5.13E-01
AU,TIO2,1.28,1.31,40,1740,1.43E+00,-1.85E-08,3.88E-10,3.87E-10,1.88E-11,1.98E+01,5.79E-01
AU,TIO2,1.28,1.31,40,1760,1.43E+00,-2.13E-08,3.85E-10,3.83E-10,1.90E-11,19.846,6.61E-01
AU,TIO2,1.28,1.31,40,1780,1.42E+00,-2.50E-08,3.65E-10,3.63E-10,1.75E-11,19.843,7.65E-01
AU,TIO2,1.28,1.31,40,1800,1.42E+00,-2.94E-08,3.55E-10,3.53E-10,1.88E-11,19.841,8.92E-01
AU,TIO2,1.28,1.31,40,1820,1.42E+00,-3.49E-08,3.55E-10,3.54E-10,2.11E-11,19.837,1.05E+00
AU,TIO2,1.28,1.31,40,1840,1.42E+00,-4.21E-08,3.43E-10,3.41E-10,1.62E-11,19.835,1.25E+00
AU,TIO2,1.28,1.31,40,1860,1.42E+00,-5.04E-08,3.63E-10,3.61E-10,2.07E-11,19.832,1.48E+00
AU,TIO2,1.28,1.31,40,1880,1.42E+00,-6.16E-08,3.25E-10,3.24E-10,1.64E-11,19.829,1.79E+00
AU,TIO2,1.28,1.31,40,1900,1.42E+00,-7.53E-08,3.23E-10,3.22E-10,1.72E-11,19.826,2.16E+00
AU,TIO2,1.28,1.31,40,1920,1.42E+00,-9.25E-08,3.15E-10,3.13E-10,1.67E-11,19.823,2.63E+00
AU,TIO2,1.28,1.31,40,1940,1.42E+00,-1.14E-07,3.12E-10,3.11E-10,2.07E-11,19.819,3.21E+00
AU,TIO2,1.28,1.31,40,1960,1.42E+00,-1.42E-07,3.10E-10,3.08E-10,2.03E-11,19.816,3.95E+00
AU,TIO2,1.28,1.31,40,1980,1.42E+00,-1.77E-07,3.04E-10,3.02E-10,2.11E-11,19.812,4.89E+00
AU,TIO2,1.28,1.31,40,2000,1.42E+00,-2.23E-07,2.95E-10,2.93E-10,1.66E-11,19.809,6.09E+00
AU,TIO2,1.28,1.32,40,1500,1.43E+00,-4.39E-09,5.19E-10,5.18E-10,1.61E-11,19.878,1.60E-01
AU,TIO2,1.28,1.32,40,1520,1.43E+00,-6.66E-09,5.09E-10,5.07E-10,1.86E-11,19.876,2.39E-01
AU,TIO2,1.28,1.32,40,1540,1.43E+00,-1.18E-08,4.97E-10,4.96E-10,1.92E-11,19.874,4.19E-01
AU,TIO2,1.28,1.32,40,1560,1.43E+00,-2.92E-08,4.93E-10,4.91E-10,1.91E-11,19.871,1.02E+00
AU,TIO2,1.28,1.32,40,1580,1.43E+00,-1.36E-07,4.64E-10,4.62E-10,1.70E-11,19.868,4.69E+00
AU,TIO2,1.28,1.32,40,1600,1.43E+00,-1.44E-07,4.60E-10,4.59E-10,1.78E-11,19.865,4.90E+00
AU,TIO2,1.28,1.32,40,1620,1.43E+00,-4.97E-08,4.55E-10,4.54E-10,1.67E-11,19.864,1.68E+00
AU,TIO2,1.28,1.32,40,1640,1.43E+00,-2.96E-08,4.44E-10,4.43E-10,1.62E-11,19.862,9.85E-01
AU,TIO2,1.28,1.32,40,1660,1.43E+00,-2.32E-08,4.24E-10,4.22E-10,1.62E-11,19.86,7.64E-01
AU,TIO2,1.28,1.32,40,1680,1.43E+00,-2.10E-08,4.22E-10,4.21E-10,1.76E-11,19.857,6.81E-01
AU,TIO2,1.28,1.32,40,1700,1.43E+00,-2.06E-08,4.02E-10,4.01E-10,1.68E-11,19.854,6.62E-01
AU,TIO2,1.28,1.32,40,1720,1.43E+00,-2.13E-08,3.98E-10,3.96E-10,1.86E-11,19.852,6.77E-01
AU,TIO2,1.28,1.32,40,1740,1.43E+00,-2.30E-08,3.90E-10,3.89E-10,1.77E-11,19.849,7.23E-01
AU,TIO2,1.28,1.32,40,1760,1.43E+00,-2.54E-08,3.74E-10,3.72E-10,2.08E-11,19.846,7.88E-01
AU,TIO2,1.28,1.32,40,1780,1.42E+00,-2.89E-08,3.74E-10,3.72E-10,1.81E-11,19.843,8.86E-01
AU,TIO2,1.28,1.32,40,1800,1.42E+00,-3.33E-08,3.59E-10,3.57E-10,1.59E-11,19.841,1.01E+00
AU,TIO2,1.28,1.32,40,1820,1.42E+00,-3.88E-08,3.52E-10,3.51E-10,1.84E-11,19.838,1.16E+00
AU,TIO2,1.28,1.32,40,1840,1.42E+00,-4.58E-08,3.42E-10,3.40E-10,1.77E-11,19.835,1.36E+00
AU,TIO2,1.28,1.32,40,1860,1.42E+00,-5.42E-08,3.70E-10,3.68E-10,1.80E-11,19.832,1.59E+00
AU,TIO2,1.28,1.32,40,1880,1.42E+00,-6.55E-08,3.29E-10,3.27E-10,1.74E-11,19.829,1.90E+00
AU,TIO2,1.28,1.32,40,1900,1.42E+00,-7.92E-08,3.27E-10,3.25E-10,2.09E-11,19.825,2.27E+00
AU,TIO2,1.28,1.32,40,1920,1.42E+00,-9.67E-08,3.27E-10,3.25E-10,1.64E-11,19.822,2.75E+00
AU,TIO2,1.28,1.32,40,1940,1.42E+00,-1.19E-07,3.17E-10,3.15E-10,1.97E-11,19.819,3.34E+00
AU,TIO2,1.28,1.32,40,1960,1.42E+00,-1.47E-07,3.03E-10,3.02E-10,1.64E-11,19.816,4.08E+00
AU,TIO2,1.28,1.32,40,1980,1.42E+00,-1.82E-07,3.04E-10,3.02E-10,2.04E-11,19.813,5.02E+00
AU,TIO2,1.28,1.32,40,2000,1.42E+00,-2.28E-07,2.98E-10,2.97E-10,2.15E-11,19.809,6.23E+00
AU,TIO2,1.28,1.33,40,1500,1.43E+00,-3.58E-09,5.37E-10,5.36E-10,1.92E-11,19.878,1.30E-01
AU,TIO2,1.28,1.33,40,1520,1.43E+00,-4.64E-09,5.10E-10,5.08E-10,1.85E-11,19.876,1.67E-01
AU,TIO2,1.28,1.33,40,1540,1.43E+00,-6.13E-09,4.91E-10,4.90E-10,1.89E-11,19.874,2.17E-01
AU,TIO2,1.28,1.33,40,1560,1.43E+00,-8.19E-09,4.95E-10,4.93E-10,1.66E-11,19.872,2.87E-01
AU,TIO2,1.28,1.33,40,1580,1.43E+00,-1.17E-08,4.72E-10,4.70E-10,1.64E-11,19.869,4.03E-01
